0,00E+00	1,26413E+22
1,00E-09	1,23840E+22
2,00E-09	1,21338E+22
3,00E-09	1,18905E+22
4,00E-09	1,16540E+22
5,00E-09	1,14240E+22
6,00E-09	1,12003E+22
7,00E-09	1,09828E+22
8,00E-09	1,07714E+22
9,00E-09	1,05659E+22
1,00E-08	1,03660E+22
1,10E-08	1,01718E+22
1,20E-08	9,98290E+21
1,30E-08	9,79932E+21
1,40E-08	9,62086E+21
1,50E-08	9,44741E+21
1,60E-08	9,27882E+21
1,70E-08	9,11498E+21
1,80E-08	8,95574E+21
1,90E-08	8,80099E+21
2,00E-08	8,65062E+21
2,10E-08	8,50450E+21
2,20E-08	8,36252E+21
2,30E-08	8,22457E+21
2,40E-08	8,09054E+21
2,50E-08	7,96032E+21
2,60E-08	7,83382E+21
2,70E-08	7,71093E+21
2,80E-08	7,59155E+21
2,90E-08	7,47558E+21
3,00E-08	7,36292E+21
3,10E-08	7,25349E+21
3,20E-08	7,14719E+21
3,30E-08	7,04394E+21
3,40E-08	6,94364E+21
3,50E-08	6,84620E+21
3,60E-08	6,75154E+21
3,70E-08	6,65959E+21
3,80E-08	6,57024E+21
3,90E-08	6,48344E+21
4,00E-08	6,39908E+21
4,10E-08	6,31711E+21
4,20E-08	6,23744E+21
4,30E-08	6,15999E+21
4,40E-08	6,08469E+21
4,50E-08	6,01147E+21
4,60E-08	5,94026E+21
4,70E-08	5,87098E+21
4,80E-08	5,80357E+21
4,90E-08	5,73796E+21
5,00E-08	5,67408E+21
5,10E-08	5,61186E+21
5,20E-08	5,55125E+21
5,30E-08	5,49217E+21
5,40E-08	5,43457E+21
5,50E-08	5,37838E+21
5,60E-08	5,32355E+21
5,70E-08	5,27000E+21
5,80E-08	5,21770E+21
5,90E-08	5,16657E+21
6,00E-08	5,11656E+21
6,10E-08	5,06762E+21
6,20E-08	5,01970E+21
6,30E-08	4,97274E+21
6,40E-08	4,92668E+21
6,50E-08	4,88149E+21
6,60E-08	4,83710E+21
6,70E-08	4,79348E+21
6,80E-08	4,75057E+21
6,90E-08	4,70834E+21
7,00E-08	4,66672E+21
7,10E-08	4,62569E+21
7,20E-08	4,58520E+21
7,30E-08	4,54520E+21
7,40E-08	4,50566E+21
7,50E-08	4,46655E+21
7,60E-08	4,42781E+21
7,70E-08	4,38942E+21
7,80E-08	4,35134E+21
7,90E-08	4,31354E+21
8,00E-08	4,27599E+21
8,10E-08	4,23865E+21
8,20E-08	4,20149E+21
8,30E-08	4,16449E+21
8,40E-08	4,12762E+21
8,50E-08	4,09086E+21
8,60E-08	4,05417E+21
8,70E-08	4,01754E+21
8,80E-08	3,98095E+21
8,90E-08	3,94437E+21
9,00E-08	3,90779E+21
9,10E-08	3,87118E+21
9,20E-08	3,83454E+21
9,30E-08	3,79784E+21
9,40E-08	3,76108E+21
9,50E-08	3,72424E+21
9,60E-08	3,68731E+21
9,70E-08	3,65028E+21
9,80E-08	3,61315E+21
9,90E-08	3,57590E+21
1,00E-07	3,53854E+21
1,01E-07	3,50106E+21
1,02E-07	3,46345E+21
1,03E-07	3,42573E+21
1,04E-07	3,38787E+21
1,05E-07	3,34990E+21
1,06E-07	3,31181E+21
1,07E-07	3,27361E+21
1,08E-07	3,23529E+21
1,09E-07	3,19688E+21
1,10E-07	3,15837E+21
1,11E-07	3,11978E+21
1,12E-07	3,08112E+21
1,13E-07	3,04240E+21
1,14E-07	3,00363E+21
1,15E-07	2,96483E+21
1,16E-07	2,92601E+21
1,17E-07	2,88720E+21
1,18E-07	2,84840E+21
1,19E-07	2,80963E+21
1,20E-07	2,77092E+21
1,21E-07	2,73229E+21
1,22E-07	2,69376E+21
1,23E-07	2,65535E+21
1,24E-07	2,61708E+21
1,25E-07	2,57898E+21
1,26E-07	2,54107E+21
1,27E-07	2,50339E+21
1,28E-07	2,46595E+21
1,29E-07	2,42878E+21
1,30E-07	2,39191E+21
1,31E-07	2,35537E+21
1,32E-07	2,31918E+21
1,33E-07	2,28338E+21
1,34E-07	2,24800E+21
1,35E-07	2,21305E+21
1,36E-07	2,17859E+21
1,37E-07	2,14462E+21
1,38E-07	2,11119E+21
1,39E-07	2,07832E+21
1,40E-07	2,04604E+21
1,41E-07	2,01439E+21
1,42E-07	1,98339E+21
1,43E-07	1,95307E+21
1,44E-07	1,92346E+21
1,45E-07	1,89459E+21
1,46E-07	1,86649E+21
1,47E-07	1,83918E+21
1,48E-07	1,81270E+21
1,49E-07	1,78707E+21
1,50E-07	1,76231E+21
1,51E-07	1,73844E+21
1,52E-07	1,71551E+21
1,53E-07	1,69352E+21
1,54E-07	1,67249E+21
1,55E-07	1,65246E+21
1,56E-07	1,63343E+21
1,57E-07	1,61544E+21
1,58E-07	1,59849E+21
1,59E-07	1,58260E+21
1,60E-07	1,56779E+21
1,61E-07	1,55406E+21
1,62E-07	1,54144E+21
1,63E-07	1,52992E+21
1,64E-07	1,51953E+21
1,65E-07	1,51026E+21
1,66E-07	1,50213E+21
1,67E-07	1,49512E+21
1,68E-07	1,48926E+21
1,69E-07	1,48453E+21
1,70E-07	1,48093E+21
1,71E-07	1,47846E+21
1,72E-07	1,47711E+21
1,73E-07	1,47688E+21
1,74E-07	1,47775E+21
1,75E-07	1,47972E+21
1,76E-07	1,48276E+21
1,77E-07	1,48687E+21
1,78E-07	1,49202E+21
1,79E-07	1,49819E+21
1,80E-07	1,50537E+21
1,81E-07	1,51352E+21
1,82E-07	1,52262E+21
1,83E-07	1,53265E+21
1,84E-07	1,54356E+21
1,85E-07	1,55534E+21
1,86E-07	1,56794E+21
1,87E-07	1,58133E+21
1,88E-07	1,59548E+21
1,89E-07	1,61033E+21
1,90E-07	1,62586E+21
1,91E-07	1,64201E+21
1,92E-07	1,65874E+21
1,93E-07	1,67602E+21
1,94E-07	1,69377E+21
1,95E-07	1,71197E+21
1,96E-07	1,73056E+21
1,97E-07	1,74948E+21
1,98E-07	1,76869E+21
1,99E-07	1,78813E+21
2,00E-07	1,80774E+21
2,01E-07	1,82747E+21
2,02E-07	1,84726E+21
2,03E-07	1,86706E+21
2,04E-07	1,88680E+21
2,05E-07	1,90644E+21
2,06E-07	1,92590E+21
2,07E-07	1,94513E+21
2,08E-07	1,96408E+21
2,09E-07	1,98268E+21
2,10E-07	2,00087E+21
2,11E-07	2,01860E+21
2,12E-07	2,03581E+21
2,13E-07	2,05243E+21
2,14E-07	2,06843E+21
2,15E-07	2,08373E+21
2,16E-07	2,09828E+21
2,17E-07	2,11203E+21
2,18E-07	2,12493E+21
2,19E-07	2,13693E+21
2,20E-07	2,14797E+21
2,21E-07	2,15801E+21
2,22E-07	2,16700E+21
2,23E-07	2,17490E+21
2,24E-07	2,18166E+21
2,25E-07	2,18725E+21
2,26E-07	2,19162E+21
2,27E-07	2,19474E+21
2,28E-07	2,19658E+21
2,29E-07	2,19711E+21
2,30E-07	2,19629E+21
2,31E-07	2,19411E+21
2,32E-07	2,19053E+21
2,33E-07	2,18554E+21
2,34E-07	2,17913E+21
2,35E-07	2,17128E+21
2,36E-07	2,16198E+21
2,37E-07	2,15122E+21
2,38E-07	2,13899E+21
2,39E-07	2,12531E+21
2,40E-07	2,11016E+21
2,41E-07	2,09357E+21
2,42E-07	2,07552E+21
2,43E-07	2,05605E+21
2,44E-07	2,03517E+21
2,45E-07	2,01289E+21
2,46E-07	1,98923E+21
2,47E-07	1,96424E+21
2,48E-07	1,93793E+21
2,49E-07	1,91034E+21
2,50E-07	1,88151E+21
2,51E-07	1,85147E+21
2,52E-07	1,82027E+21
2,53E-07	1,78796E+21
2,54E-07	1,75459E+21
2,55E-07	1,72021E+21
2,56E-07	1,68487E+21
2,57E-07	1,64863E+21
2,58E-07	1,61156E+21
2,59E-07	1,57372E+21
2,60E-07	1,53517E+21
2,61E-07	1,49599E+21
2,62E-07	1,45624E+21
2,63E-07	1,41599E+21
2,64E-07	1,37533E+21
2,65E-07	1,33433E+21
2,66E-07	1,29307E+21
2,67E-07	1,25162E+21
2,68E-07	1,21007E+21
2,69E-07	1,16851E+21
2,70E-07	1,12700E+21
2,71E-07	1,08565E+21
2,72E-07	1,04452E+21
2,73E-07	1,00371E+21
2,74E-07	9,63305E+20
2,75E-07	9,23384E+20
2,76E-07	8,84035E+20
2,77E-07	8,45340E+20
2,78E-07	8,07384E+20
2,79E-07	7,70249E+20
2,80E-07	7,34017E+20
2,81E-07	6,98768E+20
2,82E-07	6,64582E+20
2,83E-07	6,31535E+20
2,84E-07	5,99703E+20
2,85E-07	5,69159E+20
2,86E-07	5,39975E+20
2,87E-07	5,12218E+20
2,88E-07	4,85956E+20
2,89E-07	4,61251E+20
